"Date","P","Q"
2008-12-05,0.45,128
2008-12-06,0,105
2008-12-07,0.1,80.3
2008-12-08,2.89,76.3
2008-12-09,0.04,69
2008-12-10,0.15,65.6
2008-12-11,0.24,76.5
2008-12-12,15.05,62
2008-12-13,13.05,153
2008-12-14,0.03,286
2008-12-15,0.02,264
2008-12-16,1.05,197
2008-12-17,0.06,194
2008-12-18,0.97,156
2008-12-19,0.09,129
2008-12-20,0,100
2008-12-21,0,88.7
2008-12-22,0.18,77.9
2008-12-23,0.18,80.9
2008-12-24,0.01,71.3
2008-12-25,0,78.3
2008-12-26,0.01,71.6
2008-12-27,0.02,64.4
2008-12-28,0.01,60.6
2008-12-29,0.01,59.5
2008-12-30,0,57.3
2008-12-31,0,50.5
2009-01-01,0,51.9
2009-01-02,0.01,55.7
2009-01-03,0,55.3
2009-01-04,0.41,47
2009-01-05,0.25,50
2009-01-06,0.02,47.4
2009-01-07,0.2,48.1
2009-01-08,0.01,36.3
2009-01-09,0.01,46.7
2009-01-10,0.04,40.2
2009-01-11,2.27,41.8
2009-01-12,4.31,53.9
2009-01-13,0.22,69.2
2009-01-14,0.19,87.2
2009-01-15,1.11,58.4
2009-01-16,4.21,56.1
2009-01-17,8.89,64.4
2009-01-18,7.91,136
2009-01-19,0.47,188
2009-01-20,0.1,184
2009-01-21,9.11,128
2009-01-22,10.66,144
2009-01-23,1.06,251
2009-01-24,6.73,275
2009-01-25,1.43,243
2009-01-26,0.05,232
2009-01-27,5.3,174
2009-01-28,1.5,154
2009-01-29,0.03,155
2009-01-30,0.01,146
2009-01-31,0,118
2009-02-01,2.38,103
2009-02-02,1.43,99.4
2009-02-03,2.18,92
2009-02-04,7.49,98
2009-02-05,8.4,113
2009-02-06,4.08,167
2009-02-07,0.41,166
2009-02-08,4.96,141
2009-02-09,25.45,209
2009-02-10,0.28,339
2009-02-11,2.02,369
2009-02-12,1.4,337
2009-02-13,0.02,328
2009-02-14,0.01,294
2009-02-15,0.09,263
2009-02-16,0,245
2009-02-17,0.13,224
2009-02-18,0.89,194
2009-02-19,0.12,166
2009-02-20,0.01,142
2009-02-21,0,125
2009-02-22,0,118
2009-02-23,0.01,108
2009-02-24,0.02,102
2009-02-25,0,99.7
2009-02-26,0,94.3
2009-02-27,0,97.5
2009-02-28,0.03,92.3
2009-03-01,0,89.3
2009-03-02,0.09,82.6
2009-03-03,15.71,93.5
2009-03-04,0.44,166
2009-03-05,0.16,172
2009-03-06,0.04,123
2009-03-07,0.84,104
2009-03-08,3.59,97.6
2009-03-09,2.71,93.8
2009-03-10,0.25,91.2
2009-03-11,0.09,84.5
2009-03-12,0.14,68.4
2009-03-13,0.09,74.9
2009-03-14,0,75.7
2009-03-15,0,75.5
2009-03-16,0,63.5
2009-03-17,0,62.2
2009-03-18,0,60.8
2009-03-19,0,61.7
2009-03-20,0,59.8
2009-03-21,0,59.9
2009-03-22,0,58.9
2009-03-23,1.02,56.6
2009-03-24,1.01,55.4
2009-03-25,1.01,57.1
2009-03-26,0.88,57.6
2009-03-27,0.58,56.9
2009-03-28,1.1,48.2
2009-03-29,0.01,49.9
2009-03-30,0,48.3
2009-03-31,0,45.3
2009-04-01,0,48.6
2009-04-02,0,50
2009-04-03,0.13,45.9
2009-04-04,0.01,45.8
2009-04-05,0,43.4
2009-04-06,0.29,39.6
2009-04-07,3.77,36.1
2009-04-08,1.14,37.6
2009-04-09,1.21,42.6
2009-04-10,3.64,51.9
2009-04-11,0.73,51
2009-04-12,0.09,46.9
2009-04-13,0.02,46.8
2009-04-14,3.02,40.3
2009-04-15,0.71,46.7
2009-04-16,7.24,46.3
2009-04-17,2.88,48.2
2009-04-18,0.01,61.2
2009-04-19,0,55.7
2009-04-20,0.01,36
2009-04-21,0,40
2009-04-22,0,33.2
2009-04-23,0,30.2
2009-04-24,1.59,32.3
2009-04-25,0.02,32.2
2009-04-26,3.04,31.5
2009-04-27,7.24,35.3
2009-04-28,0.6,41.1
2009-04-29,0.13,35.2
2009-04-30,1.16,36
2009-05-01,0.04,27.6
2009-05-02,0.02,29
2009-05-03,0,22.2
2009-05-04,0.09,18.6
2009-05-05,0.02,22.8
2009-05-06,0.03,23
2009-05-07,1.2,21.7
2009-05-08,0.61,22.3
2009-05-09,0,22.4
2009-05-10,0,22.6
2009-05-11,0,23.9
2009-05-12,0.59,22.3
2009-05-13,0.56,21.4
2009-05-14,14.43,26
2009-05-15,3.08,64.6
2009-05-16,1.91,45.3
2009-05-17,4.77,39.5
2009-05-18,2.55,24.7
2009-05-19,1.38,34.2
2009-05-20,0.04,33.1
2009-05-21,0.12,27.1
2009-05-22,0,24.1
2009-05-23,0,22.5
2009-05-24,0.03,18.7
2009-05-25,6.03,21.4
2009-05-26,0.93,29.3
2009-05-27,2.18,26.2
2009-05-28,0.01,22.7
2009-05-29,0,20.3
2009-05-30,0,16.6
2009-05-31,0,17.3
2009-06-01,0,12.8
2009-06-02,0,11
2009-06-03,0,8.91
2009-06-04,0.04,11.7
2009-06-05,5.44,11.6
2009-06-06,16.08,15.1
2009-06-07,2.08,45.5
2009-06-08,1.69,39.3
2009-06-09,0.54,39.5
2009-06-10,5.92,23.4
2009-06-11,0.08,29.6
2009-06-12,0.02,29.2
2009-06-13,0.18,17.3
2009-06-14,0.01,15.2
2009-06-15,2.99,15.4
2009-06-16,0,15
2009-06-17,0.77,15.5
2009-06-18,0,14.7
2009-06-19,1.26,13.6
2009-06-20,0.15,12.2
2009-06-21,0.03,12.7
2009-06-22,0.3,14.5
2009-06-23,0,12.5
2009-06-24,0,9.15
2009-06-25,1.54,9.38
2009-06-26,1.58,8.93
2009-06-27,1.78,10.1
2009-06-28,0.15,9.91
2009-06-29,0.22,10.5
2009-06-30,0.06,11.2
2009-07-01,0,9.8
2009-07-02,1.76,9.69
2009-07-03,0.04,8.51
2009-07-04,0.01,14.8
2009-07-05,0.67,9.23
2009-07-06,4.11,10.9
2009-07-07,10.96,13.1
2009-07-08,1.12,18.5
2009-07-09,0,11
2009-07-10,0.52,11.9
2009-07-11,8.36,8.94
2009-07-12,0.55,10.4
2009-07-13,0.99,9.99
2009-07-14,3.39,8.31
2009-07-15,0.45,8.97
2009-07-16,8.1,12.1
2009-07-17,7.55,12.5
2009-07-18,0.87,14.9
2009-07-19,2.93,9.64
2009-07-20,4,9.29
2009-07-21,2.69,7.58
2009-07-22,0.15,7.38
2009-07-23,2.29,7.79
2009-07-24,4.34,8.36
2009-07-25,0.07,9.34
2009-07-26,5.14,8.07
2009-07-27,1.05,8.67
2009-07-28,0.7,7.05
2009-07-29,9.61,7.03
2009-07-30,1.29,14.5
2009-07-31,1.05,12.2
2009-08-01,3.43,10.6
2009-08-02,0,14.6
2009-08-03,1.07,10.7
2009-08-04,6.54,10.4
2009-08-05,4.11,10.8
2009-08-06,18.55,37.2
2009-08-07,0.03,58.9
2009-08-08,0,49.3
2009-08-09,0,33.4
2009-08-10,0.41,14.3
2009-08-11,0.01,21.5
2009-08-12,2.47,11.7
2009-08-13,0.01,13
2009-08-14,0.03,13.5
2009-08-15,0.01,9.22
2009-08-16,0,8.61
2009-08-17,0,9.36
2009-08-18,0,7.9
2009-08-19,0.05,10.3
2009-08-20,0.24,8.36
2009-08-21,2.81,8.84
2009-08-22,0.01,8.48
2009-08-23,0,9.2
2009-08-24,0.07,9.3
2009-08-25,1.8,8.79
2009-08-26,2.42,9.96
2009-08-27,0.12,9.58
2009-08-28,1.89,8.97
2009-08-29,0,9.68
2009-08-30,0.2,9.7
2009-08-31,0.01,9.31
2009-09-01,3.34,8.98
2009-09-02,12.3,11.5
2009-09-03,0.58,12.9
2009-09-04,0,10.9
2009-09-05,0.01,7.88
2009-09-06,0.1,9.77
2009-09-07,0.05,9.88
2009-09-08,0.11,8.8
2009-09-09,0.02,9.68
2009-09-10,0,8.96
2009-09-11,0,9.35
2009-09-12,0,9.69
2009-09-13,0,9.52
2009-09-14,0.03,9.15
2009-09-15,5.53,14
2009-09-16,0,12.7
2009-09-17,0,11.8
2009-09-18,0,9.71
2009-09-19,0.03,7.27
2009-09-20,0,9.24
2009-09-21,0,9.32
2009-09-22,0.16,9.23
2009-09-23,0.07,9.12
2009-09-24,0,9.68
2009-09-25,0,8.89
2009-09-26,0,9.54
2009-09-27,0,9.08
2009-09-28,0,9.52
2009-09-29,0,8.65
2009-09-30,0.05,9.73
2009-10-01,0,10
2009-10-02,0.04,9.04
2009-10-03,0.63,9.28
2009-10-04,0.4,9.11
2009-10-05,5.46,10.7
2009-10-06,4.34,9.4
2009-10-07,10.57,13.6
2009-10-08,0.01,12.6
2009-10-09,1.22,11.7
2009-10-10,0.02,8.55
2009-10-11,2.09,9.08
2009-10-12,0.02,7.85
2009-10-13,0.08,9.08
2009-10-14,0.04,9.09
2009-10-15,0.54,8.45
2009-10-16,0.01,9.53
2009-10-17,0.01,8.49
2009-10-18,0.01,8.41
2009-10-19,0.13,10.1
2009-10-20,4.02,10.3
2009-10-21,0.27,11.4
2009-10-22,1.34,10.2
2009-10-23,2.82,11
2009-10-24,1.53,8.68
2009-10-25,0.24,8.87
2009-10-26,2.33,10.6
2009-10-27,0,9.16
2009-10-28,0.03,9.6
2009-10-29,0.01,9.53
2009-10-30,6.09,9.63
2009-10-31,5.18,8.98
2009-11-01,8.05,24.9
2009-11-02,4.41,23
2009-11-03,5.13,16.3
2009-11-04,1.66,20.5
2009-11-05,0.89,12.6
2009-11-06,3.36,11.4
2009-11-07,1.02,9.3
2009-11-08,0.37,9.53
2009-11-09,1.19,9.93
2009-11-10,1.3,9.7
2009-11-11,2.43,12.5
2009-11-12,14.92,14.7
2009-11-13,15.4,58.5
2009-11-14,8.17,98.5
2009-11-15,5.03,115
2009-11-16,0.32,106
2009-11-17,0.13,61.3
2009-11-18,0.11,51.5
2009-11-19,3.22,30.2
2009-11-20,0.92,27.7
2009-11-21,11.89,39.4
2009-11-22,9.49,83.1
2009-11-23,3.38,117
2009-11-24,8.91,92.1
2009-11-25,2.13,97.5
2009-11-26,1.71,106
2009-11-27,4.54,88.8
2009-11-28,13.69,98.5
2009-11-29,14.38,184
2009-11-30,0.86,232
2009-12-01,2.35,237
2009-12-02,9.88,195
2009-12-03,0.56,222
2009-12-04,4.56,203
2009-12-05,12.75,160
2009-12-06,1.2,191
2009-12-07,5.55,237
2009-12-08,2.43,218
2009-12-09,0.6,198
2009-12-10,0.1,177
2009-12-11,0.06,152
2009-12-12,0.15,138
2009-12-13,0.25,109
2009-12-14,2.58,101
2009-12-15,0.38,97.8
2009-12-16,3.78,95.3
2009-12-17,1.68,92.8
2009-12-18,0.17,93.7
2009-12-19,1.06,79.5
2009-12-20,0.07,73.3
2009-12-21,6.7,76.5
2009-12-22,0.35,81.6
2009-12-23,9.91,89.5
2009-12-24,0.82,152
2009-12-25,1.55,171
2009-12-26,1.24,158
2009-12-27,0.02,154
2009-12-28,0.9,133
2009-12-29,14.69,135
2009-12-30,5.47,209
2009-12-31,0.03,238
2010-01-01,0.01,218
2010-01-02,0.06,194
2010-01-03,0.01,152
2010-01-04,0.03,129
2010-01-05,12.01,99.8
2010-01-06,2.26,108
2010-01-07,0.11,74.9
2010-01-08,0.05,78
2010-01-09,0.11,69.9
2010-01-10,2.43,73
2010-01-11,0.2,73.3
2010-01-12,4.23,74.8
2010-01-13,2.54,77.9
2010-01-14,1.69,102
2010-01-15,5.79,122
2010-01-16,5.64,227
2010-01-17,0.09,302
2010-01-18,0.03,312
2010-01-19,3.28,267
2010-01-20,4.89,248
2010-01-21,4.36,248
2010-01-22,8.86,227
2010-01-23,0.02,254
2010-01-24,1.02,242
2010-01-25,0.19,222
2010-01-26,0,208
2010-01-27,0.32,199
2010-01-28,7.85,176
2010-01-29,0.36,182
2010-01-30,0.02,185
2010-01-31,0.06,162
2010-02-01,0.46,150
2010-02-02,2.33,127
2010-02-03,1.86,127
2010-02-04,2.99,129
2010-02-05,0.31,137
2010-02-06,0.05,142
2010-02-07,0.41,117
2010-02-08,0.56,113
2010-02-09,0.13,101
2010-02-10,0.16,96.7
2010-02-11,0.35,92.1
2010-02-12,0.53,79.4
2010-02-13,0.53,66.3
2010-02-14,0.61,66.3
2010-02-15,2.54,69.6
2010-02-16,5.78,91.4
2010-02-17,1.21,133
2010-02-18,7.65,120
2010-02-19,0.29,150
2010-02-20,1.6,139
2010-02-21,8.1,136
2010-02-22,2.48,192
2010-02-23,3.63,225
2010-02-24,2.67,192
2010-02-25,8.32,208
2010-02-26,4.26,226
2010-02-27,13.16,207
2010-02-28,1.84,264
2010-03-01,0.01,309
2010-03-02,0.01,265
2010-03-03,0,216
2010-03-04,0,162
2010-03-05,0.01,139
2010-03-06,0,130
2010-03-07,0,107
2010-03-08,0,98.4
2010-03-09,0.01,90.7
2010-03-10,0,86.3
2010-03-11,0.12,83.8
2010-03-12,1.78,72.1
2010-03-13,0.01,87.4
2010-03-14,0,72.6
2010-03-15,0,64.7
2010-03-16,0,69.4
2010-03-17,0,64.8
2010-03-18,1.56,62.7
2010-03-19,7.95,68
2010-03-20,3.82,87.2
2010-03-21,0.02,104
2010-03-22,1.65,89.3
2010-03-23,2.66,79.1
2010-03-24,7.19,83
2010-03-25,6.66,103
2010-03-26,1.64,170
2010-03-27,0.79,160
2010-03-28,2.95,126
2010-03-29,4.98,113
2010-03-30,4.91,159
2010-03-31,0.67,154
2010-04-01,2.99,140
2010-04-02,6.42,127
2010-04-03,4.69,159
2010-04-04,0.08,178
2010-04-05,0,147
2010-04-06,0.1,122
2010-04-07,0.09,106
2010-04-08,0,92.1
2010-04-09,0,84.6
2010-04-10,0,85.4
2010-04-11,0,83.8
2010-04-12,0,78.9
2010-04-13,0,70.4
2010-04-14,0,63.9
2010-04-15,0,57.3
2010-04-16,0,60.7
2010-04-17,0,59
2010-04-18,0,57.3
2010-04-19,0.02,56.2
2010-04-20,0,53.6
2010-04-21,0,52.2
2010-04-22,0,46.6
2010-04-23,0,54.4
2010-04-24,1.76,49.2
2010-04-25,0.69,45.8
2010-04-26,0.01,47.9
2010-04-27,0,46.9
2010-04-28,0,43.6
2010-04-29,2.99,40.6
2010-04-30,1.9,44
2010-05-01,14.3,53.9
2010-05-02,2.45,62.9
2010-05-03,0.39,74.2
2010-05-04,0,64.4
2010-05-05,0.11,56.2
2010-05-06,0.01,36.6
2010-05-07,0.78,42.8
2010-05-08,0.58,39.6
2010-05-09,0.04,32.9
2010-05-10,0.01,35.7
2010-05-11,0.01,30.7
2010-05-12,0.25,34.8
2010-05-13,0.04,26.6
2010-05-14,0,33.1
2010-05-15,0.05,27.3
2010-05-16,4.78,28.8
2010-05-17,0.01,33.9
2010-05-18,0,32.7
2010-05-19,0,27.7
2010-05-20,0,27.2
2010-05-21,0,28.4
2010-05-22,0,27.1
2010-05-23,0,26.4
2010-05-24,0,22
2010-05-25,0,13.5
2010-05-26,4.62,19.9
2010-05-27,0.02,24.9
2010-05-28,0.15,23.9
2010-05-29,4.94,26.3
2010-05-30,0,29.5
2010-05-31,0.48,28.3
2010-06-01,2.41,26.9
2010-06-02,0,25.3
2010-06-03,0,17.9
2010-06-04,0,18
2010-06-05,0.38,17.3
2010-06-06,0.95,16.6
2010-06-07,9.3,17.6
2010-06-08,4.14,23.6
2010-06-09,0.84,32.2
2010-06-10,0.81,31.5
2010-06-11,0,26
2010-06-12,0.07,21.8
2010-06-13,4.37,15.2
2010-06-14,0.26,19
2010-06-15,0.03,19.1
2010-06-16,0,18.4
2010-06-17,0,13.7
2010-06-18,1.14,12.2
2010-06-19,0,12.4
2010-06-20,0,12.1
2010-06-21,0,13.2
2010-06-22,0,13.9
2010-06-23,0,12.2
2010-06-24,0,9.47
2010-06-25,0,8.99
2010-06-26,0,9.91
2010-06-27,0,9.51
2010-06-28,0.69,10.4
2010-06-29,0.02,8.33
2010-06-30,0,9.69
2010-07-01,0.2,11
2010-07-02,0.2,8.98
2010-07-03,0,9.63
2010-07-04,0.01,9.07
2010-07-05,0,9.41
2010-07-06,0.01,8.41
2010-07-07,0.14,6.66
2010-07-08,0,7.13
2010-07-09,0,7.73
2010-07-10,0.06,6.5
2010-07-11,0.16,6.87
2010-07-12,1.4,7.4
2010-07-13,1.84,6.68
2010-07-14,5.89,7.08
2010-07-15,4.91,8.31
2010-07-16,1.95,7.2
2010-07-17,0.02,7.42
2010-07-18,0.01,6.02
2010-07-19,0.1,7.68
2010-07-20,0.23,7.05
2010-07-21,0.29,6.66
2010-07-22,4.9,6.78
2010-07-23,0.02,7.01
2010-07-24,0.01,7.46
2010-07-25,0.48,7.52
2010-07-26,0.3,8.31
2010-07-27,0.51,6.49
2010-07-28,0,7.04
2010-07-29,0,6.59
2010-07-30,1.11,6.9
2010-07-31,0.02,6.83
2010-08-01,0.01,7.02
2010-08-02,0,6.52
2010-08-03,0.18,6.7
2010-08-04,5.42,9.38
2010-08-05,0,6.33
2010-08-06,1.37,7.88
2010-08-07,1.33,7.11
2010-08-08,0,5.97
2010-08-09,4.9,6.93
2010-08-10,7.41,7.91
2010-08-11,0.01,7.78
2010-08-12,2.2,7.9
2010-08-13,5.08,11.5
2010-08-14,5.28,17.2
2010-08-15,0.03,9.49
2010-08-16,0.72,8.99
2010-08-17,3.15,7.29
2010-08-18,0.76,7.73
2010-08-19,1.66,7.51
2010-08-20,0.8,5.98
2010-08-21,2.14,7.55
2010-08-22,29.87,12.9
2010-08-23,3.66,45.2
2010-08-24,0.37,27.5
2010-08-25,29.29,39
2010-08-26,6.39,46
2010-08-27,0.08,56.5
2010-08-28,0.3,32.4
2010-08-29,1,24.4
2010-08-30,0.01,19.9
2010-08-31,0,12.8
2010-09-01,0,10.1
2010-09-02,0,7.71
2010-09-03,0,6.93
2010-09-04,0.05,8.25
2010-09-05,0.86,8.13
2010-09-06,10.13,9.94
2010-09-07,2.36,17.4
2010-09-08,0.2,15.5
2010-09-09,0.91,20.2
2010-09-10,0.64,14.7
2010-09-11,0.29,10.3
2010-09-12,0.01,7.98
2010-09-13,0.19,9.79
2010-09-14,2.75,10.1
2010-09-15,0.08,9.35
2010-09-16,0.18,9.36
2010-09-17,0,9.35
2010-09-18,0.06,9.28
2010-09-19,0.12,9.99
2010-09-20,0.02,9.24
2010-09-21,0.01,9.12
2010-09-22,4.78,9.33
2010-09-23,5.28,12.1
2010-09-24,0.63,10.2
2010-09-25,0,9.54
2010-09-26,1.43,9.78
2010-09-27,0.89,9.61
2010-09-28,2.23,10.2
2010-09-29,8.51,13.7
2010-09-30,4.11,19.2
2010-10-01,12.95,23.8
2010-10-02,15.21,63.2
2010-10-03,3.28,89.3
2010-10-04,0.61,58.8
2010-10-05,6.08,35.4
2010-10-06,0.15,43.2
2010-10-07,0.25,36.7
2010-10-08,0.01,20.5
2010-10-09,0,21.7
2010-10-10,0,19.5
2010-10-11,0,11.6
2010-10-12,0,11.8
2010-10-13,0,14.4
2010-10-14,0.1,13.4
2010-10-15,0.97,14
2010-10-16,0.27,14.6
2010-10-17,0.05,14.2
2010-10-18,1.46,11.7
2010-10-19,3.88,13.6
2010-10-20,0.02,15.2
2010-10-21,0.02,13
2010-10-22,6.99,11.8
2010-10-23,0.97,19.8
2010-10-24,0.06,18.8
2010-10-25,0.42,13.7
2010-10-26,6.14,14.8
2010-10-27,0.26,17.3
2010-10-28,0.05,17.1
2010-10-29,1.79,14.6
2010-10-30,0.69,15.9
2010-10-31,1.53,21.2
2010-11-01,0.4,20
2010-11-02,0.16,17.3
2010-11-03,0.09,18.6
2010-11-04,0.25,19.4
2010-11-05,9.1,19.7
2010-11-06,3.94,20.9
2010-11-07,8.04,29
2010-11-08,8.9,43.4
2010-11-09,0.43,76.4
2010-11-10,4.2,101
2010-11-11,3.9,60.3
2010-11-12,3.76,63.2
2010-11-13,1.05,52.6
2010-11-14,1.93,63.5
2010-11-15,0.11,47.1
2010-11-16,0.41,42
2010-11-17,3.41,36.5
2010-11-18,0.67,33
2010-11-19,0.74,28.6
2010-11-20,0.13,37.6
2010-11-21,0.21,31.3
2010-11-22,0.39,34.5
2010-11-23,0,32.1
2010-11-24,0.03,30.1
2010-11-25,0.01,29
2010-11-26,0.02,22.5
2010-11-27,0.03,21.3
2010-11-28,0.01,19.5
2010-11-29,1.03,21.1
2010-11-30,1.14,22.6
2010-12-01,2,19.9
2010-12-02,0.17,18.5
2010-12-03,3.66,15.1
2010-12-04,2.27,23.6
2010-12-05,0.01,51.4
2010-12-06,0,48
2010-12-07,0.01,32.2
2010-12-08,0.03,25.6
2010-12-09,0.03,22.5
2010-12-10,0.01,20.1
2010-12-11,0.01,20
2010-12-12,0.04,20.7
2010-12-13,0.42,21.8
2010-12-14,0.4,19.7
2010-12-15,0.25,19.7
2010-12-16,3.29,20.3
2010-12-17,1.86,23
2010-12-18,6.61,23.4
2010-12-19,0.01,25.3
2010-12-20,1.02,25.6
2010-12-21,0.73,24
2010-12-22,0.11,23.2
2010-12-23,0.01,23.4
2010-12-24,0,19.7
2010-12-25,0.01,15.6
2010-12-26,0.03,14.7
2010-12-27,5.98,15.4
2010-12-28,1.35,37.6
2010-12-29,1,68
2010-12-30,0.05,77.3
2010-12-31,0.01,67.9
2011-01-01,0.58,66.5
2011-01-02,0,66.8
2011-01-03,0.12,52.9
2011-01-04,0.45,43.3
2011-01-05,2.36,43.4
2011-01-06,11.9,62.6
2011-01-07,10.75,131
2011-01-08,0.03,170
2011-01-09,0.09,168
2011-01-10,8.22,115
2011-01-11,6.58,134
2011-01-12,4.78,177
2011-01-13,3.44,165
2011-01-14,1.86,161
2011-01-15,0.2,167
2011-01-16,10.44,142
2011-01-17,14.72,196
2011-01-18,0.02,289
2011-01-19,0.08,269
2011-01-20,0.18,212
2011-01-21,0.1,152
2011-01-22,0.39,129
2011-01-23,0.19,104
2011-01-24,0.24,105
2011-01-25,1.44,90.3
2011-01-26,0.46,75.5
2011-01-27,0,79.9
2011-01-28,0,68.1
2011-01-29,0,59.8
2011-01-30,0.01,58.6
2011-01-31,0.01,56.9
2011-02-01,0.12,51.8
2011-02-02,0.32,48.3
2011-02-03,0.15,51.4
2011-02-04,0.19,53.7
2011-02-05,0.24,50.6
2011-02-06,0.02,49
2011-02-07,0.08,48
2011-02-08,0.06,46.2
2011-02-09,0.67,44.8
2011-02-10,7.33,48.5
2011-02-11,1.54,64.6
2011-02-12,0.67,69
2011-02-13,8.85,60.4
2011-02-14,0.75,98.4
2011-02-15,3.5,107
2011-02-16,0.02,97.6
2011-02-17,0.01,87
2011-02-18,6.88,79.1
2011-02-19,1.01,73.9
2011-02-20,1.06,75.6
2011-02-21,1.64,93.6
2011-02-22,2.83,91.9
2011-02-23,1.47,92.4
2011-02-24,0.01,100
2011-02-25,6.61,91.2
2011-02-26,2.23,83.9
2011-02-27,4.33,119
2011-02-28,0.68,132
2011-03-01,0.01,116
2011-03-02,0,105
2011-03-03,0,91.4
2011-03-04,0,67.3
2011-03-05,0.06,67.3
2011-03-06,0.01,63.9
2011-03-07,0,63.2
2011-03-08,0.26,55.5
2011-03-09,0.15,54.2
2011-03-10,0.03,48.7
2011-03-11,0,52.6
2011-03-12,0.79,44.7
2011-03-13,0.4,51.2
2011-03-14,0.01,46.3
2011-03-15,0.02,41.7
2011-03-16,0.01,43.2
2011-03-17,0.18,42.5
2011-03-18,3.58,42.2
2011-03-19,0.01,47
2011-03-20,0.01,41.7
2011-03-21,0,42.2
2011-03-22,0,36.3
2011-03-23,0.01,37.4
2011-03-24,0,38
2011-03-25,0,43.5
2011-03-26,0.14,40.3
2011-03-27,0,36
2011-03-28,0.06,29.7
2011-03-29,0.31,25.8
2011-03-30,4.77,25.2
2011-03-31,0.1,27.9
2011-04-01,0.04,23.6
2011-04-02,0,24.8
2011-04-03,1.17,22.7
2011-04-04,1.26,21
2011-04-05,0.06,20.6
2011-04-06,0,20.1
2011-04-07,0,15.8
2011-04-08,0,21.1
2011-04-09,0,22.2
2011-04-10,0,23.8
2011-04-11,0.09,22.7
2011-04-12,0,22.6
2011-04-13,0.21,19
2011-04-14,0,19.4
2011-04-15,0,20.5
2011-04-16,0,25.1
2011-04-17,0,23.2
2011-04-18,0,20.9
2011-04-19,0,23
2011-04-20,0,23.5
2011-04-21,0.03,19.2
2011-04-22,0,14.8
2011-04-23,0.75,13.8
2011-04-24,0,21.4
2011-04-25,0,16.8
2011-04-26,0.07,15.3
2011-04-27,0,14.4
2011-04-28,0.14,13.1
2011-04-29,0.82,16.3
2011-04-30,0.1,13.5
2011-05-01,0,13.7
2011-05-02,0,13.1
2011-05-03,0,11.1
2011-05-04,0.02,10.2
2011-05-05,0,9.82
2011-05-06,7.9,10.6
2011-05-07,14.38,11
2011-05-08,0.21,30.4
2011-05-09,0.35,17.1
2011-05-10,0.05,22.3
2011-05-11,0.06,18
2011-05-12,0.13,10.9
2011-05-13,0.01,10.8
2011-05-14,0.14,8.38
2011-05-15,0.01,9.23
2011-05-16,0,8.46
2011-05-17,0.24,9.32
2011-05-18,0.31,9.94
2011-05-19,0,8.63
2011-05-20,0,8.52
2011-05-21,1.59,8.87
2011-05-22,0.15,10
2011-05-23,0.24,9.11
2011-05-24,0,9.04
2011-05-25,0.3,7.4
2011-05-26,5.55,7.57
2011-05-27,0.07,7.62
2011-05-28,0.09,6.46
2011-05-29,0.29,6.99
2011-05-30,4.04,7.11
2011-05-31,0.07,6.86
2011-06-01,0,6.85
2011-06-02,0,5.76
2011-06-03,0,7
2011-06-04,0.1,6.87
2011-06-05,10.63,10.8
2011-06-06,0.16,17.6
2011-06-07,0.97,10.5
2011-06-08,2.31,8.06
2011-06-09,0.38,6.68
2011-06-10,4.49,7.77
2011-06-11,2.37,7.32
2011-06-12,12.14,7.09
2011-06-13,0.01,8.25
2011-06-14,0,9.69
2011-06-15,3.19,7.52
2011-06-16,2.85,11.7
2011-06-17,7.35,10.7
2011-06-18,3.42,16.8
2011-06-19,0.17,17
2011-06-20,3.34,11.4
2011-06-21,0.25,6.63
2011-06-22,4.24,9.62
2011-06-23,0.76,7.7
2011-06-24,5.94,8.03
2011-06-25,0.01,6.87
2011-06-26,0,6.78
2011-06-27,0.11,8.16
2011-06-28,1.86,8.14
2011-06-29,0.01,6.43
2011-06-30,0.01,5.69
2011-07-01,0,7.68
2011-07-02,0,6.88
2011-07-03,0,6.81
2011-07-04,0,7.23
2011-07-05,3.75,6.38
2011-07-06,4.57,8.4
2011-07-07,4.18,10.9
2011-07-08,4.35,9.1
2011-07-09,0.79,9.04
2011-07-10,0.17,7.74
2011-07-11,0,6.19
2011-07-12,0,7.43
2011-07-13,0,6.93
2011-07-14,0,7.02
2011-07-15,3.57,6.94
2011-07-16,9.34,7.67
2011-07-17,3.15,7.78
2011-07-18,2.78,6.96
2011-07-19,3.41,12.5
2011-07-20,0.73,13
2011-07-21,2.62,9.25
2011-07-22,2.31,7.23
2011-07-23,0.01,6.52
2011-07-24,0,7.3
2011-07-25,0.02,6.99
2011-07-26,0,6.89
2011-07-27,0,6.87
2011-07-28,0.04,7.07
2011-07-29,0.01,6.44
2011-07-30,0,6.68
2011-07-31,0.04,7.03
2011-08-01,0.04,6.72
2011-08-02,1.61,7.02
2011-08-03,6.15,6.98
2011-08-04,6.5,8.06
2011-08-05,0,7.78
2011-08-06,0.4,6.76
2011-08-07,3.79,7.6
2011-08-08,0.17,6.52
2011-08-09,0,6.18
2011-08-10,0.58,6.71
2011-08-11,1.39,7.93
2011-08-12,2.62,6.4
2011-08-13,0,7.43
2011-08-14,0.01,6.64
2011-08-15,0.42,6.65
2011-08-16,0.08,6.63
2011-08-17,1.58,7.19
2011-08-18,18.24,16.1
2011-08-19,0,10.7
2011-08-20,2.01,5.17
2011-08-21,0.04,8.54
2011-08-22,2.97,5.52
2011-08-23,0.92,7.4
2011-08-24,4.5,6.44
